Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2017-2018,Punjab,Applied Arts and Crafts,PG,No data available in table
2017-2018,Rajasthan,Applied Arts and Crafts,UG,No data available in table
2017-2018,Rajasthan,Applied Arts and Crafts,PG,No data available in table
2017-2018,Sikkim,Applied Arts and Crafts,UG,No data available in table
2017-2018,Sikkim,Applied Arts and Crafts,PG,No data available in table
2017-2018,Tamil Nadu,Applied Arts and Crafts,UG,No data available in table
2017-2018,Tamil Nadu,Applied Arts and Crafts,PG,No data available in table
2017-2018,Telangana,Applied Arts and Crafts,UG,No data available in table
2017-2018,Telangana,Applied Arts and Crafts,PG,1-3325403872,SRI VENKATESHWARA COLLEGE OF FINE ARTS,"86, HITECH CITY ROAD, MADHAPUR, HYDERABAD",RANGAREDDI,Unaided - Private,N,N,Click Here,NA
2017-2018,Tripura,Applied Arts and Crafts,UG,No data available in table
2017-2018,Tripura,Applied Arts and Crafts,PG,No data available in table
2017-2018,Uttar Pradesh,Applied Arts and Crafts,UG,1-3324125948,FMG (ACADEMY) GROUP OF INSTITUTIONS,PLOT NO-8 KNOWLEDGE PARK 3,G B NAGAR,Unaided - Private,N,N,Click Here,NA
